Timestamp,Main incomer Current R,Main incomer Current Y,Main incomer Current B,Main incomer VOL RY,Main incomer VOL YB,Main incomer VOL BR,Main incomer KW,Main incomer PF
03-08-2023 11:00,187.89711,189.5940552,192.0548553,416.0928345,417.1864929,417.1416626,,86.17351055
03-08-2023 11:15,188.9539948,187.0729065,188.7097321,412.8309326,412.1547241,412.8042908,,87.49059439
03-08-2023 11:30,141.7232971,141.0466003,145.6417847,412.6128845,412.4378662,412.9713135,,84.28904414
03-08-2023 11:45,196.0379181,197.1593781,201.0938416,411.9381104,412.5945435,412.441864,,86.54212952
03-08-2023 12:00,147.7318726,146.8028717,148.4243011,413.1433716,413.1929626,413.5072632,,82.41640329
03-08-2023 12:15,157.7606354,154.877243,155.7308502,406.874054,406.1960754,406.9619141,,83.15897584
03-08-2023 12:30,165.9142151,165.9052734,167.6462708,406.7331543,406.6999512,407.2852478,,89.34802413
03-08-2023 12:45,112.5928955,110.8977356,110.399231,407.1235352,405.9072266,406.8098755,,85.0920856
03-08-2023 13:00,98.16934967,98.32537842,100.3437424,405.3930359,405.6755981,406.5681152,,82.74719119
03-08-2023 13:15,173.7734528,178.4284363,180.5161743,424.9510498,425.9758301,425.4455566,,85.66204906
03-08-2023 13:30,214.8478241,218.3036804,222.4079132,422.8277588,423.7839966,423.7263794,,87.12966442
03-08-2023 13:45,146.6676331,149.5981598,152.3159943,424.0137634,424.969696,424.8662109,,81.15490675
03-08-2023 14:00,196.1497803,200.0842743,204.4543915,423.6649475,424.7844849,424.6141663,,87.48039603
03-08-2023 14:15,153.2141113,155.3538513,159.4034576,420.9795227,422.1236877,422.1362915,,81.20283484
03-08-2023 14:30,208.6315613,211.041214,214.6216278,415.7346497,417.003479,417.0845337,,87.54265308
03-08-2023 14:45,165.7760468,168.0017242,172.1395569,417.7103882,419.1254578,419.1339417,,85.10898352
03-08-2023 15:00,173.4780731,176.3100128,181.5611115,417.6916504,418.9258118,418.8287659,,84.02298093
03-08-2023 15:15,209.3963928,208.843338,213.5866699,416.3747864,417.5483398,417.7309875,,84.19620395
03-08-2023 15:30,181.0758362,181.1249695,184.5869141,415.3069153,416.4424438,416.5975952,,83.75110626
03-08-2023 15:45,196.9996338,198.4456024,203.644104,408.724762,410.3748474,410.3934021,,86.07811928
03-08-2023 16:00,147.5073547,148.5833588,152.839859,413.7184448,415.2293396,415.1008301,,81.81747794
