"Timestamp","BUSDUCT1 Current R","BUSDUCT1 Current Y","BUSDUCT1 Current B","BUSDUCT1 VOL RY","BUSDUCT1 VOL YB","BUSDUCT1 VOL BR","BUSDUCT1 KW","BUSDUCT1 PF"
"2023-03-12 01:15:00",9.2994241714,8.6522350311,13.7632131577,422.1015319824,424.151763916,423.998046875,,91.1759853363
"2023-03-12 01:30:00",9.6198196411,9.7190771103,13.7264623642,422.5570068359,424.6655578613,424.3772277832,,92.0020461082
"2023-03-12 01:45:00",9.6617364883,9.2558670044,12.7496194839,420.5754394531,422.5530700684,422.153503418,,87.4532699585
"2023-03-12 02:00:00",9.7346563339,9.2340116501,13.8874397278,422.9584960938,424.3089904785,424.6688537598,,88.0424499512
"2023-03-12 02:15:00",11.5173225403,11.0380630493,14.9591207504,422.2529296875,423.715637207,423.8926391602,,82.9481124878
"2023-03-12 02:30:00",9.3102827072,8.6580715179,12.2732057571,422.0299987793,423.4668273926,423.9409484863,,88.032746315
"2023-03-12 02:45:00",7.8823695183,7.4406256676,11.5348529816,423.635925293,425.5782775879,425.3044128418,,89.20109272
"2023-03-12 03:00:00",11.6741476059,11.1337509155,14.8608732224,422.4596862793,424.4223632813,424.3930358887,,81.8226099014
"2023-03-12 03:15:00",9.5829925537,9.0739841461,15.7230272293,422.6294250488,424.6095581055,424.6078796387,,89.5183682442
"2023-03-12 03:30:00",9.6250686646,9.0684156418,12.4772977829,421.5428161621,422.6696166992,423.2308349609,,85.8287811279
"2023-03-12 03:45:00",11.3938570023,10.7270689011,14.7482757568,420.3990783691,422.4193725586,422.7055053711,,91.0072445869
"2023-03-12 04:00:00",7.6481862068,7.3861150742,14.6348114014,420.9354858398,423.0740966797,422.8472595215,,90.1773095131
"2023-03-12 04:15:00",9.6040534973,9.277671814,13.1436882019,419.5589904785,421.782409668,421.5147705078,,88.0152702332
"2023-03-12 04:30:00",8.9337291718,8.5287513733,13.7338209152,422.4341430664,424.1246032715,424.0119628906,,89.212167263
"2023-03-12 04:45:00",9.3643808365,8.733587265,12.2937669754,421.3695983887,422.8933410645,422.9477844238,,86.9498252869
"2023-03-12 05:00:00",7.7008428574,7.2897410393,10.7317771912,419.4656066895,421.6973571777,421.2011413574,,88.9465212822
"2023-03-12 05:15:00",9.5035963058,9.1571063995,16.3992214203,418.6153564453,420.4978942871,419.998626709,,89.5433187485
"2023-03-12 05:30:00",11.5085487366,10.7552852631,14.8029747009,418.052947998,419.7391967773,419.9293212891,,83.8011026382
"2023-03-12 05:45:00",9.3697738647,8.7220125198,12.570066452,415.8702392578,417.8603820801,418.2790222168,,88.3436799049
"2023-03-12 06:00:00",9.4556379318,8.8770065308,13.1590518951,415.4122009277,417.8202209473,417.8660888672,,88.4477376938
"2023-03-12 06:15:00",10.7693662643,10.1163520813,13.7998666763,414.3503112793,416.8180236816,417.131439209,,82.8142642975
